Frame Number,Class Label,Track ID,"Bounding Box (x1, y1, x2, y2)"
3,player,49,"[463.15155029296875, 357.40850830078125, 481.84954833984375, 404.96026611328125]"
3,player,13,"[832.673583984375, 478.0155944824219, 869.9000244140625, 527.5895385742188]"
3,player,63,"[214.87738037109375, 447.0816650390625, 231.42251586914062, 505.71954345703125]"
3,player,2,"[599.2384643554688, 432.4184265136719, 616.1779174804688, 483.6310119628906]"
3,player,74,"[304.09197998046875, 549.237548828125, 327.4341735839844, 609.6980590820312]"
3,player,6,"[221.4865264892578, 551.2869262695312, 245.34498596191406, 619.4505615234375]"
3,player,61,"[1489.469970703125, 546.80908203125, 1516.8079833984375, 609.46630859375]"
3,player,67,"[585.3671875, 361.1368103027344, 604.4151000976562, 399.6224670410156]"
3,player,76,"[798.718017578125, 427.9759826660156, 819.2992553710938, 481.6877746582031]"
3,player,25,"[1046.5213623046875, 498.6136169433594, 1072.06201171875, 546.9940185546875]"
3,player,65,"[1137.7724609375, 389.1779479980469, 1159.926025390625, 434.3909912109375]"
3,player,91,"[1454.504150390625, 421.355712890625, 1483.546142578125, 468.30487060546875]"
3,referee,99,"[154.0501708984375, 306.6113586425781, 169.56126403808594, 347.03729248046875]"
3,ball,1,"[870.4383544921875, 512.7865600585938, 881.6292114257812, 530.1046752929688]"
3,goalkeeper,95,"[1558.928955078125, 405.0260009765625, 1579.7095947265625, 458.2584228515625]"
4,player,19,"[557.3162841796875, 473.7867736816406, 585.1170043945312, 529.8082275390625]"
4,player,7,"[1030.9705810546875, 618.2444458007812, 1062.4432373046875, 679.1868286132812]"
4,player,12,"[1005.33251953125, 540.2382202148438, 1031.571533203125, 598.6873168945312]"
4,player,28,"[1159.16162109375, 625.9229736328125, 1187.8253173828125, 685.71533203125]"
4,player,16,"[730.4771118164062, 537.4342041015625, 766.0603637695312, 595.7487182617188]"
4,player,36,"[368.8094177246094, 633.2381591796875, 401.83148193359375, 708.7622680664062]"
4,player,81,"[300.5234375, 635.9689331054688, 339.64739990234375, 707.0768432617188]"
4,player,74,"[308.72406005859375, 549.2428588867188, 334.4596252441406, 607.7129516601562]"
4,player,11,"[1215.9317626953125, 476.4888610839844, 1236.3568115234375, 531.7802734375]"
4,player,63,"[216.79380798339844, 446.8033447265625, 235.1686248779297, 505.14752197265625]"
4,player,49,"[463.7296142578125, 357.28656005859375, 481.6171875, 405.15673828125]"
4,player,2,"[601.850341796875, 431.5067138671875, 619.4924926757812, 483.9129638671875]"
4,player,6,"[222.25332641601562, 550.4677124023438, 246.43075561523438, 620.4553833007812]"
4,player,85,"[1528.6019287109375, 561.4793701171875, 1557.4285888671875, 621.4149169921875]"
4,player,67,"[585.7510986328125, 359.6611633300781, 606.5057373046875, 400.2900695800781]"
4,player,13,"[835.138916015625, 478.4052429199219, 866.9961547851562, 526.8642578125]"
4,player,61,"[1483.611328125, 549.1364135742188, 1518.6654052734375, 608.0813598632812]"
4,player,76,"[799.3896484375, 427.0317077636719, 821.072998046875, 481.8853454589844]"
4,player,65,"[1135.6202392578125, 389.4535217285156, 1156.69384765625, 438.4840393066406]"
4,player,25,"[1047.9990234375, 498.4109802246094, 1072.42529296875, 546.3237915039062]"
4,player,91,"[1454.8773193359375, 420.500244140625, 1484.0968017578125, 466.2191162109375]"
4,referee,99,"[157.37765502929688, 305.6064453125, 171.43878173828125, 347.0876770019531]"
4,ball,1,"[870.4383544921875, 512.7865600585938, 881.6292114257812, 530.1046752929688]"
4,goalkeeper,95,"[1558.5523681640625, 406.2024841308594, 1579.0345458984375, 458.0315856933594]"
5,player,19,"[560.7347412109375, 472.891845703125, 587.5435791015625, 528.7698364257812]"
5,player,12,"[1006.3541259765625, 540.8657836914062, 1032.4949951171875, 599.7413330078125]"
5,player,28,"[1157.0025634765625, 624.7945556640625, 1188.2410888671875, 685.7120971679688]"
5,player,7,"[1025.4617919921875, 617.40234375, 1059.2454833984375, 678.6410522460938]"
5,player,81,"[300.60003662109375, 635.0150756835938, 341.76849365234375, 706.8872680664062]"
5,player,63,"[219.12716674804688, 446.71527099609375, 237.48358154296875, 504.33416748046875]"
5,player,16,"[735.2633666992188, 536.5519409179688, 768.1976318359375, 594.6002197265625]"
5,player,74,"[310.8876647949219, 549.3211669921875, 343.1463623046875, 607.2916259765625]"
5,player,36,"[369.36602783203125, 633.0597534179688, 401.71893310546875, 708.96484375]"
5,player,85,"[1526.5953369140625, 561.6547241210938, 1556.2086181640625, 622.4288940429688]"
5,player,6,"[224.3308868408203, 550.5331420898438, 249.14881896972656, 618.77294921875]"
5,player,49,"[464.14410400390625, 357.3716125488281, 481.8545227050781, 405.5202941894531]"
5,player,61,"[1482.175048828125, 552.3955688476562, 1521.7825927734375, 609.5758666992188]"
5,player,2,"[603.9378051757812, 432.04376220703125, 621.3975219726562, 483.22320556640625]"
5,player,67,"[586.7140502929688, 359.4287109375, 606.7215576171875, 399.68865966796875]"
5,player,11,"[1215.5780029296875, 477.0747985839844, 1237.508544921875, 532.5306396484375]"
5,player,13,"[836.3475952148438, 480.1387939453125, 868.2427368164062, 526.9348754882812]"
5,player,25,"[1048.473388671875, 497.91339111328125, 1075.553955078125, 547.3150634765625]"
5,player,65,"[1132.97900390625, 390.2484130859375, 1153.548583984375, 439.252197265625]"
5,player,76,"[802.314697265625, 427.6290283203125, 822.170654296875, 480.3966369628906]"
5,player,97,"[1455.349365234375, 419.4364929199219, 1484.332763671875, 464.2735290527344]"
5,referee,99,"[157.5655975341797, 306.8999938964844, 172.67784118652344, 348.1256103515625]"
5,ball,1,"[870.4383544921875, 512.7865600585938, 881.6292114257812, 530.1046752929688]"
5,goalkeeper,95,"[1559.2210693359375, 405.38818359375, 1578.8682861328125, 456.61669921875]"
5,goalkeeper,91,"[1455.4564208984375, 419.5934143066406, 1484.1263427734375, 464.1764831542969]"
6,player,74,"[313.7773132324219, 550.006591796875, 346.3490295410156, 606.6597900390625]"
6,player,12,"[1003.556396484375, 541.629638671875, 1033.51318359375, 599.1221923828125]"
6,player,28,"[1153.27734375, 624.5490112304688, 1188.412353515625, 685.8750610351562]"
6,player,81,"[302.36102294921875, 633.7337036132812, 339.4554443359375, 705.768798828125]"
6,player,36,"[371.26336669921875, 632.8263549804688, 401.8391418457031, 708.4149169921875]"
6,player,16,"[740.1982421875, 533.3323974609375, 771.0527954101562, 593.0802612304688]"
6,player,63,"[221.5194549560547, 446.8828125, 239.06539916992188, 503.92071533203125]"
6,player,7,"[1023.552978515625, 615.0591430664062, 1059.33251953125, 678.1172485351562]"
6,player,49,"[464.23480224609375, 357.2650451660156, 481.99969482421875, 405.7603454589844]"
6,player,2,"[605.8251342773438, 433.2468566894531, 624.0425415039062, 483.5428161621094]"
6,player,61,"[1482.358642578125, 552.9420166015625, 1521.4439697265625, 608.9476318359375]"
6,player,11,"[1216.1312255859375, 475.1890869140625, 1239.526611328125, 532.5051879882812]"
6,player,67,"[586.9270629882812, 360.2064514160156, 608.1372680664062, 399.9824523925781]"
6,player,13,"[835.9088745117188, 480.0677490234375, 870.0267333984375, 529.5097045898438]"
6,player,25,"[1048.408447265625, 497.4847717285156, 1075.8138427734375, 546.5101318359375]"
6,player,65,"[1132.36962890625, 388.9649353027344, 1153.42529296875, 438.7357482910156]"
6,player,6,"[227.46620178222656, 551.191650390625, 253.1502227783203, 616.56591796875]"
6,player,19,"[565.8140869140625, 470.6653747558594, 588.8359375, 528.3688354492188]"
6,player,76,"[803.014404296875, 427.0776672363281, 822.9360961914062, 483.0867004394531]"
6,player,91,"[1455.0582275390625, 418.8902893066406, 1481.5341796875, 463.6656188964844]"
6,player,85,"[1523.2232666015625, 559.951416015625, 1548.564453125, 621.2036743164062]"
6,referee,99,"[159.2709503173828, 305.0979309082031, 174.49085998535156, 347.637451171875]"
6,ball,1,"[873.683349609375, 515.79443359375, 884.67919921875, 532.3162231445312]"
6,goalkeeper,95,"[1558.75634765625, 407.2927551269531, 1575.604248046875, 456.9659729003906]"
6,goalkeeper,97,"[1455.202880859375, 419.06854248046875, 1481.4671630859375, 463.330078125]"
7,player,74,"[317.57110595703125, 549.8602294921875, 348.912353515625, 606.77783203125]"
7,player,12,"[1003.4014892578125, 541.0133666992188, 1032.6829833984375, 599.385009765625]"
7,player,36,"[371.763427734375, 632.4893188476562, 402.4705810546875, 709.0570678710938]"
7,player,7,"[1021.2376098632812, 613.7339477539062, 1058.4346923828125, 676.9104614257812]"
7,player,81,"[303.5710144042969, 631.8826904296875, 338.11395263671875, 705.523681640625]"
7,player,63,"[224.5648956298828, 446.8532409667969, 240.47401428222656, 503.3127136230469]"
7,player,28,"[1147.7322998046875, 624.4052734375, 1185.8427734375, 682.8983154296875]"
7,player,16,"[745.7420654296875, 532.2001342773438, 773.7867431640625, 592.123046875]"
7,player,49,"[464.90625, 357.55426025390625, 484.5335998535156, 405.39788818359375]"
7,player,19,"[569.958251953125, 469.87518310546875, 590.8919677734375, 527.388427734375]"
7,player,2,"[608.2091674804688, 433.5085144042969, 626.4966430664062, 484.1340637207031]"
7,player,25,"[1047.9158935546875, 496.45147705078125, 1077.3460693359375, 546.62841796875]"
7,player,11,"[1216.97607421875, 476.0801696777344, 1239.50537109375, 532.4020385742188]"
7,player,61,"[1484.7762451171875, 551.7617797851562, 1519.3623046875, 609.5840454101562]"
7,player,6,"[229.97740173339844, 549.4295654296875, 256.4753723144531, 615.5167236328125]"
7,player,85,"[1514.675537109375, 557.69189453125, 1546.1624755859375, 621.7652587890625]"
7,player,65,"[1131.4658203125, 388.1778259277344, 1154.3316650390625, 437.6143798828125]"
7,player,13,"[838.654541015625, 480.32208251953125, 871.943115234375, 528.6578979492188]"
7,player,67,"[587.033203125, 361.4429626464844, 608.0802612304688, 399.6341857910156]"
7,player,97,"[1454.317626953125, 419.2113037109375, 1479.912841796875, 463.9654846191406]"
7,player,76,"[803.499755859375, 427.69683837890625, 823.622314453125, 481.91070556640625]"
7,referee,99,"[162.5998992919922, 305.5518798828125, 176.6507568359375, 346.7680969238281]"
7,ball,1,"[875.1201782226562, 519.6087036132812, 887.408203125, 537.00830078125]"
7,goalkeeper,95,"[1556.080810546875, 408.0414733886719, 1574.3338623046875, 458.8008728027344]"
7,goalkeeper,91,"[1454.4139404296875, 419.4280700683594, 1480.0692138671875, 463.6238708496094]"
8,player,12,"[1001.3963623046875, 540.908203125, 1032.4884033203125, 600.5081176757812]"
8,player,36,"[373.6905212402344, 631.7974243164062, 403.0787658691406, 708.4301147460938]"
8,player,7,"[1019.045654296875, 613.6912231445312, 1057.0594482421875, 676.9552612304688]"
8,player,81,"[306.0536804199219, 630.9779663085938, 336.8496398925781, 704.876220703125]"
8,player,63,"[225.8099822998047, 446.25439453125, 242.58514404296875, 504.2503967285156]"
8,player,49,"[464.3463134765625, 358.17242431640625, 484.45989990234375, 406.2300109863281]"
8,player,19,"[575.0614624023438, 468.7690734863281, 593.39794921875, 527.3623657226562]"
8,player,11,"[1217.2401123046875, 476.9949645996094, 1242.585205078125, 532.5304565429688]"
8,player,28,"[1147.2891845703125, 624.802001953125, 1184.2625732421875, 681.687744140625]"
8,player,85,"[1513.50439453125, 555.4107666015625, 1546.859619140625, 622.0975341796875]"
8,player,74,"[320.8740234375, 548.8291625976562, 351.6675109863281, 605.0416259765625]"
8,player,6,"[235.82537841796875, 548.8597412109375, 261.4811096191406, 613.8936767578125]"
8,player,16,"[752.8052368164062, 531.7826538085938, 776.9024658203125, 588.4468383789062]"
8,player,25,"[1047.60986328125, 495.1886901855469, 1077.655517578125, 544.0267333984375]"
8,player,61,"[1484.7091064453125, 550.6261596679688, 1517.5223388671875, 610.5233154296875]"
8,player,13,"[841.758544921875, 481.09442138671875, 877.4677734375, 529.467041015625]"
8,player,2,"[610.8753662109375, 432.2934265136719, 630.4127197265625, 484.1161193847656]"
8,player,65,"[1129.2161865234375, 388.5595397949219, 1154.628662109375, 437.1241455078125]"
8,player,67,"[587.1264038085938, 361.46759033203125, 609.8091430664062, 398.9453430175781]"
8,player,97,"[1454.71630859375, 419.4500427246094, 1479.2366943359375, 464.2125549316406]"
8,referee,99,"[162.6489715576172, 306.4523010253906, 177.50244140625, 348.7080993652344]"
8,referee,98,"[1739.53271484375, 624.53759765625, 1767.88037109375, 697.0404052734375]"
8,ball,1,"[876.3893508911133, 519.6128311157227, 889.0477294921875, 536.712272644043]"
8,goalkeeper,95,"[1556.085205078125, 408.03271484375, 1574.72900390625, 459.4006652832031]"
8,goalkeeper,91,"[1454.8048095703125, 419.6678466796875, 1478.969970703125, 463.978271484375]"
9,player,74,"[327.954833984375, 546.2557983398438, 354.59326171875, 602.1470336914062]"
9,player,85,"[1510.108154296875, 555.2528076171875, 1544.6092529296875, 620.64111328125]"
9,player,49,"[464.5029602050781, 358.21563720703125, 486.9165344238281, 406.7178955078125]"
9,player,12,"[999.9142456054688, 541.254150390625, 1030.7755126953125, 600.7710571289062]"
9,player,36,"[374.6452331542969, 630.7738647460938, 404.90478515625, 707.94384765625]"
9,player,19,"[579.4480590820312, 467.8128967285156, 596.5657348632812, 526.2835693359375]"
9,player,81,"[307.6160888671875, 629.5419311523438, 336.83203125, 703.3623046875]"
9,player,11,"[1217.17724609375, 475.6856689453125, 1243.4642333984375, 532.1841430664062]"
9,player,28,"[1146.4332275390625, 624.9085693359375, 1180.1982421875, 685.0259399414062]"
9,player,13,"[847.762939453125, 483.24407958984375, 883.339599609375, 526.2628784179688]"
9,player,6,"[239.52108764648438, 545.7457275390625, 264.1595764160156, 614.5925903320312]"
9,player,7,"[1018.9161987304688, 613.8075561523438, 1054.813232421875, 675.8680419921875]"
9,player,61,"[1485.410888671875, 548.6300048828125, 1512.74755859375, 611.711669921875]"
9,player,25,"[1046.2220458984375, 494.485107421875, 1077.8031005859375, 543.1928100585938]"
9,player,65,"[1129.2078857421875, 387.78076171875, 1155.2249755859375, 437.76324462890625]"
9,player,63,"[227.29527282714844, 446.3030090332031, 246.15444946289062, 504.3959655761719]"
9,player,67,"[587.1627197265625, 363.3067932128906, 610.4285888671875, 398.663818359375]"
9,player,16,"[756.7179565429688, 532.1360473632812, 781.0394897460938, 586.9761352539062]"
9,player,2,"[611.5859985351562, 432.88897705078125, 633.0822143554688, 485.068359375]"
9,referee,98,"[1738.4154052734375, 624.779541015625, 1769.7484130859375, 698.3729248046875]"
9,referee,99,"[164.80157470703125, 305.6594543457031, 179.3629913330078, 348.2171936035156]"
9,ball,1,"[877.6585235595703, 519.6169586181641, 890.687255859375, 536.4162445068359]"
9,goalkeeper,95,"[1555.6314697265625, 407.64752197265625, 1574.3858642578125, 457.37457275390625]"
9,goalkeeper,97,"[1453.7550048828125, 416.50360107421875, 1473.32568359375, 464.29833984375]"
10,player,49,"[464.73358154296875, 358.2643737792969, 487.59466552734375, 406.4400634765625]"
10,player,36,"[377.3815002441406, 630.3462524414062, 405.830322265625, 706.2216796875]"
10,player,81,"[308.6509094238281, 629.842041015625, 337.6485290527344, 702.2276611328125]"
10,player,85,"[1502.5914306640625, 556.1412963867188, 1543.6868896484375, 622.4364624023438]"
10,player,74,"[335.9837951660156, 543.4742431640625, 357.9471130371094, 601.7195434570312]"
10,player,12,"[998.8566284179688, 540.920654296875, 1028.146484375, 600.9199829101562]"
10,player,11,"[1217.7344970703125, 475.1556701660156, 1245.1541748046875, 532.5421752929688]"
10,player,28,"[1145.8607177734375, 626.4972534179688, 1174.3504638671875, 684.5812377929688]"
10,player,6,"[243.75709533691406, 543.7528076171875, 268.3153381347656, 611.8897705078125]"
10,player,19,"[582.6009521484375, 468.0328674316406, 598.8825073242188, 525.199462890625]"
10,player,7,"[1018.0242919921875, 614.2461547851562, 1048.9068603515625, 674.8934936523438]"
10,player,25,"[1045.0535888671875, 493.62664794921875, 1077.9420166015625, 540.8817749023438]"
10,player,13,"[850.7770385742188, 482.5637512207031, 888.4085083007812, 527.6060180664062]"
10,player,61,"[1486.967041015625, 547.6028442382812, 1510.2313232421875, 612.8757934570312]"
10,player,65,"[1129.3212890625, 388.4051513671875, 1153.7608642578125, 436.7362060546875]"
10,player,67,"[586.9421997070312, 362.71051025390625, 609.998779296875, 398.5927734375]"
10,player,16,"[757.6044311523438, 532.4458618164062, 786.8187255859375, 584.65869140625]"
10,referee,98,"[1739.28076171875, 626.0071411132812, 1768.956298828125, 701.1770629882812]"
10,referee,99,"[168.028564453125, 307.0321044921875, 181.937255859375, 348.40057373046875]"
10,ball,1,"[878.9276962280273, 519.6210861206055, 892.3267822265625, 536.1202163696289]"
10,goalkeeper,95,"[1555.16748046875, 407.6958923339844, 1575.39404296875, 455.9744873046875]"
10,goalkeeper,97,"[1453.758544921875, 415.91693115234375, 1472.669677734375, 463.20849609375]"
11,player,49,"[465.0068664550781, 358.6020812988281, 489.3573303222656, 406.6114196777344]"
11,player,36,"[380.77752685546875, 630.57666015625, 407.498291015625, 705.2572631835938]"
11,player,81,"[308.0201416015625, 630.5988159179688, 341.8887023925781, 702.5180053710938]"
11,player,74,"[345.5062255859375, 542.33740234375, 365.01080322265625, 601.3601684570312]"
11,player,11,"[1218.8646240234375, 475.63214111328125, 1245.2611083984375, 531.675048828125]"
11,player,19,"[586.4360961914062, 467.9718933105469, 602.3746948242188, 525.5643920898438]"
11,player,6,"[243.8346405029297, 542.5096435546875, 272.1278991699219, 612.447509765625]"
11,player,28,"[1142.7784423828125, 626.8356323242188, 1168.91015625, 685.264404296875]"
11,player,12,"[999.509765625, 540.4984130859375, 1025.7410888671875, 600.6873779296875]"
11,player,13,"[853.1817626953125, 480.7889099121094, 889.7080078125, 528.8877563476562]"
11,player,7,"[1017.9569091796875, 615.3091430664062, 1041.8818359375, 674.4024047851562]"
11,player,25,"[1044.8333740234375, 493.9999694824219, 1077.8887939453125, 540.5164184570312]"
11,player,61,"[1488.6343994140625, 548.38330078125, 1508.1607666015625, 613.489013671875]"
11,player,85,"[1495.4154052734375, 555.9089965820312, 1541.98095703125, 616.149169921875]"
11,player,65,"[1128.639404296875, 389.370849609375, 1151.0914306640625, 432.54693603515625]"
11,player,2,"[616.5523681640625, 433.1129150390625, 636.8817138671875, 484.8111877441406]"
11,player,67,"[586.7100830078125, 362.0384216308594, 609.1939697265625, 397.0760192871094]"
11,player,16,"[760.5308837890625, 534.0777587890625, 791.7614135742188, 585.0576782226562]"
11,player,76,"[809.514404296875, 425.23260498046875, 828.7835083007812, 477.9330139160156]"
11,player,97,"[1450.9486083984375, 416.70098876953125, 1474.551025390625, 463.0632019042969]"
11,referee,99,"[171.05397033691406, 306.9485168457031, 185.79212951660156, 348.12469482421875]"
11,referee,98,"[1741.0052490234375, 628.9849243164062, 1767.2779541015625, 700.0551147460938]"
11,ball,1,"[880.1968688964844, 519.6252136230469, 893.96630859375, 535.8241882324219]"
11,goalkeeper,95,"[1555.14404296875, 406.33612060546875, 1578.214599609375, 456.0259094238281]"
12,player,49,"[465.9511413574219, 358.63323974609375, 491.3535461425781, 407.0348815917969]"
12,player,19,"[589.3876953125, 466.4037780761719, 606.5589599609375, 526.1624145507812]"
12,player,81,"[308.369873046875, 630.9150390625, 344.0960388183594, 702.171630859375]"
12,player,74,"[350.2020263671875, 539.582763671875, 369.0673828125, 599.585693359375]"
12,player,11,"[1219.436767578125, 474.79632568359375, 1245.0689697265625, 532.1414794921875]"
12,player,36,"[382.1275634765625, 630.5145874023438, 408.66815185546875, 704.9075317382812]"
12,player,7,"[1016.4552612304688, 616.1555786132812, 1042.4869384765625, 674.5142211914062]"
12,player,12,"[999.0379638671875, 539.9703979492188, 1026.6630859375, 600.4673461914062]"
12,player,2,"[618.5189208984375, 433.0818786621094, 638.3602294921875, 485.2846984863281]"
12,player,6,"[247.80953979492188, 542.1204223632812, 276.638671875, 613.7190551757812]"
12,player,13,"[858.5473022460938, 482.4632263183594, 890.9578857421875, 532.6771240234375]"
12,player,25,"[1044.670166015625, 494.38055419921875, 1077.6346435546875, 540.8529052734375]"
