Frame Number,Class Label,Track ID,"Bounding Box (x1, y1, x2, y2)"
31,player,63,"[267.1193542480469, 444.9227600097656, 290.6694641113281, 501.49365234375]"
31,player,36,"[377.8953857421875, 626.3150024414062, 423.36669921875, 691.8513793945312]"
31,player,13,"[906.6051635742188, 486.79302978515625, 936.7029418945312, 544.5706787109375]"
31,player,74,"[455.13519287109375, 529.7413940429688, 476.3045654296875, 590.3115844726562]"
31,player,12,"[994.2401733398438, 539.7552490234375, 1020.5297241210938, 601.7666625976562]"
31,player,61,"[1459.400634765625, 549.0645141601562, 1491.5902099609375, 607.331787109375]"
31,player,19,"[625.6650390625, 472.9133605957031, 646.0580444335938, 527.4791259765625]"
31,player,85,"[1435.9185791015625, 545.2300415039062, 1460.53369140625, 610.3692626953125]"
31,player,25,"[1020.4641723632812, 487.6557312011719, 1040.702392578125, 536.3428955078125]"
31,player,65,"[1114.373046875, 385.520263671875, 1129.0628662109375, 432.18780517578125]"
31,player,67,"[575.3988647460938, 359.6195068359375, 597.3784790039062, 395.86376953125]"
31,player,6,"[340.1022644042969, 533.0490112304688, 376.49969482421875, 585.315185546875]"
31,player,2,"[638.6781616210938, 432.29241943359375, 660.7815551757812, 487.96160888671875]"
31,player,91,"[1435.8809814453125, 413.5000305175781, 1458.17626953125, 462.2460021972656]"
31,player,76,"[831.0507202148438, 422.9026184082031, 855.3696899414062, 471.71368408203125]"
31,player,11,"[1235.4515380859375, 472.51776123046875, 1252.8018798828125, 529.2434692382812]"
31,referee,98,"[1724.9608154296875, 641.707763671875, 1758.2449951171875, 706.48388671875]"
31,referee,99,"[216.556884765625, 300.2624816894531, 231.82028198242188, 343.4129333496094]"
31,ball,1,"[925.0698675340221, 540.0768294795866, 938.8258253528226, 557.0941142420614]"
31,goalkeeper,95,"[1542.264404296875, 393.9181823730469, 1568.227294921875, 443.8199157714844]"
32,player,28,"[1079.873046875, 638.4553833007812, 1115.670166015625, 699.3213500976562]"
32,player,13,"[911.5236206054688, 485.795654296875, 938.155029296875, 546.3773803710938]"
32,player,7,"[944.1714477539062, 600.665283203125, 979.9187622070312, 661.1378784179688]"
32,player,16,"[797.5242919921875, 525.876953125, 824.4569091796875, 576.7500610351562]"
32,player,81,"[299.4327697753906, 632.29833984375, 350.62530517578125, 699.3114624023438]"
32,player,6,"[348.8908996582031, 530.4024047851562, 380.9779357910156, 585.2974243164062]"
32,player,25,"[1015.4218139648438, 489.0951232910156, 1036.5931396484375, 536.3811645507812]"
32,player,63,"[268.7674255371094, 445.0057067871094, 290.8699035644531, 502.0758361816406]"
32,player,49,"[460.8371887207031, 358.0165100097656, 484.4914855957031, 402.9487609863281]"
32,player,12,"[993.95361328125, 539.4324340820312, 1019.9285888671875, 602.211181640625]"
32,player,61,"[1456.7454833984375, 549.8563842773438, 1488.4293212890625, 607.219482421875]"
32,player,65,"[1111.931396484375, 386.1297912597656, 1128.1234130859375, 433.12628173828125]"
32,player,67,"[574.4246215820312, 357.709716796875, 597.7847900390625, 396.09722900390625]"
32,player,19,"[626.2264404296875, 472.7848205566406, 648.3757934570312, 528.914306640625]"
32,player,74,"[462.566650390625, 530.8075561523438, 482.8879699707031, 589.0603637695312]"
32,player,36,"[370.5866394042969, 626.9612426757812, 427.0843811035156, 691.4530029296875]"
32,player,2,"[638.615966796875, 432.8536376953125, 660.2378540039062, 488.26629638671875]"
32,player,85,"[1434.955078125, 548.9873657226562, 1454.866455078125, 610.3888549804688]"
32,player,91,"[1433.5562744140625, 414.6087341308594, 1458.298583984375, 461.7713928222656]"
32,player,11,"[1235.43798828125, 472.6132507324219, 1254.8314208984375, 528.8634033203125]"
32,player,76,"[831.04833984375, 423.3652038574219, 855.974853515625, 471.3712463378906]"
32,referee,98,"[1723.5125732421875, 641.8529663085938, 1749.12353515625, 706.0250244140625]"
32,referee,99,"[218.38870239257812, 300.3306884765625, 234.16680908203125, 342.7125549316406]"
32,ball,1,"[927.557136781754, 541.3540235950101, 941.2196635584678, 558.4974916519657]"
32,goalkeeper,95,"[1540.9720458984375, 395.55908203125, 1567.1224365234375, 442.389404296875]"
33,player,7,"[939.9149780273438, 600.642333984375, 971.5193481445312, 662.52734375]"
33,player,74,"[464.2464294433594, 528.8101196289062, 490.8364562988281, 589.0574340820312]"
33,player,28,"[1079.0921630859375, 639.3687744140625, 1107.1380615234375, 700.5714111328125]"
33,player,13,"[913.5203247070312, 485.3222351074219, 939.56103515625, 546.5054321289062]"
33,player,81,"[297.0788269042969, 632.3203735351562, 352.0804138183594, 697.6417236328125]"
33,player,25,"[1012.9395141601562, 489.0904541015625, 1037.2843017578125, 536.5468139648438]"
33,player,63,"[269.89739990234375, 445.35333251953125, 294.4484558105469, 502.0162353515625]"
33,player,49,"[458.7479553222656, 357.5957336425781, 483.2038879394531, 402.8687438964844]"
33,player,6,"[359.7287292480469, 529.7766723632812, 385.1820373535156, 584.87255859375]"
33,player,65,"[1110.190185546875, 386.2959899902344, 1128.7354736328125, 431.7119140625]"
33,player,19,"[626.6636352539062, 473.15386962890625, 650.2974243164062, 528.7188720703125]"
33,player,67,"[571.8145751953125, 358.1347351074219, 597.140625, 396.79534912109375]"
33,player,12,"[993.8671875, 538.7025146484375, 1019.9859008789062, 602.0462036132812]"
33,player,61,"[1456.17333984375, 550.8308715820312, 1485.0633544921875, 608.8899536132812]"
33,player,16,"[797.4694213867188, 525.6038818359375, 822.3977661132812, 577.8385620117188]"
33,player,36,"[365.9671325683594, 626.868408203125, 426.82305908203125, 692.2577514648438]"
33,player,2,"[639.194580078125, 434.1601867675781, 663.2183837890625, 486.3078918457031]"
33,player,85,"[1433.21826171875, 547.5409545898438, 1454.4259033203125, 611.6566772460938]"
33,player,11,"[1235.422607421875, 472.20977783203125, 1256.3218994140625, 528.4843139648438]"
33,player,91,"[1431.270751953125, 415.37396240234375, 1455.9259033203125, 462.34564208984375]"
33,player,76,"[832.0332641601562, 422.48565673828125, 856.4229125976562, 470.39703369140625]"
33,referee,98,"[1722.7529296875, 643.4894409179688, 1745.91650390625, 706.4559326171875]"
33,referee,99,"[219.02613830566406, 303.71697998046875, 236.00148010253906, 344.4530944824219]"
33,ball,1,"[930.0444060294859, 542.6312177104335, 943.6135017641129, 559.9008690618699]"
33,goalkeeper,95,"[1540.7711181640625, 396.5456848144531, 1560.9888916015625, 442.7816467285156]"
34,player,11,"[1234.07421875, 472.3620300292969, 1256.6031494140625, 527.8030395507812]"
34,player,13,"[916.752685546875, 485.6587219238281, 942.366943359375, 547.4320678710938]"
34,player,74,"[467.13153076171875, 530.0831909179688, 500.350341796875, 589.3610229492188]"
34,player,81,"[298.3861999511719, 631.8333129882812, 352.8240051269531, 698.962890625]"
34,player,7,"[931.9957275390625, 601.7838745117188, 965.3496704101562, 662.0667724609375]"
34,player,65,"[1109.0582275390625, 384.3276672363281, 1129.753173828125, 431.6899108886719]"
34,player,25,"[1010.5075073242188, 488.395751953125, 1038.6610107421875, 536.2930908203125]"
34,player,28,"[1078.5087890625, 641.5519409179688, 1104.04833984375, 700.4891967773438]"
34,player,49,"[457.63494873046875, 357.61376953125, 483.2310791015625, 403.544677734375]"
34,player,19,"[627.52783203125, 474.3999938964844, 651.9796142578125, 529.4005737304688]"
34,player,63,"[271.740966796875, 446.2033386230469, 295.3399658203125, 502.5278625488281]"
34,player,67,"[569.4287109375, 357.9832763671875, 596.8939819335938, 397.08380126953125]"
34,player,16,"[798.6480102539062, 525.3286743164062, 821.2402954101562, 577.2392578125]"
34,player,76,"[833.4935302734375, 421.89312744140625, 856.4974365234375, 471.1330261230469]"
34,player,61,"[1454.8155517578125, 552.2146606445312, 1481.895263671875, 610.078369140625]"
34,player,36,"[374.99139404296875, 627.0187377929688, 422.5760192871094, 691.3986206054688]"
34,player,2,"[637.3987426757812, 432.4759826660156, 660.1197509765625, 489.3864440917969]"
34,player,91,"[1430.8675537109375, 416.0600280761719, 1454.15380859375, 463.406982421875]"
34,player,12,"[995.3203735351562, 537.5899658203125, 1019.9689331054688, 603.1597290039062]"
34,player,6,"[371.058837890625, 529.3992919921875, 392.8916015625, 583.7215576171875]"
34,player,85,"[1428.4598388671875, 548.9859008789062, 1453.3358154296875, 609.9175415039062]"
34,referee,98,"[1722.2713623046875, 643.3375854492188, 1745.7872314453125, 707.0245361328125]"
34,referee,99,"[219.81248474121094, 304.861328125, 238.52481079101562, 344.95477294921875]"
34,ball,1,"[932.5316752772178, 543.9084118258569, 946.007339969758, 561.3042464717741]"
34,goalkeeper,95,"[1542.1278076171875, 395.7593994140625, 1554.4537353515625, 443.3280944824219]"
35,player,11,"[1232.8096923828125, 472.3026123046875, 1257.799072265625, 527.8291625976562]"
35,player,13,"[919.800537109375, 486.7165832519531, 943.3350830078125, 546.6103515625]"
35,player,74,"[472.727783203125, 529.2892456054688, 507.19354248046875, 588.640869140625]"
35,player,65,"[1107.68603515625, 383.01300048828125, 1130.1373291015625, 430.7823791503906]"
35,player,28,"[1071.7320556640625, 641.8916015625, 1096.01220703125, 699.8856811523438]"
35,player,25,"[1006.4822387695312, 487.2528991699219, 1039.5133056640625, 536.351806640625]"
35,player,7,"[926.62646484375, 601.2711791992188, 958.1868896484375, 661.5079345703125]"
35,player,85,"[1424.0577392578125, 544.9832153320312, 1450.4117431640625, 610.379150390625]"
35,player,63,"[273.8237609863281, 446.05975341796875, 297.3697509765625, 502.751220703125]"
35,player,36,"[369.839111328125, 627.5422973632812, 416.19390869140625, 692.7555541992188]"
35,player,81,"[296.69696044921875, 631.2381591796875, 350.3338928222656, 698.3468017578125]"
35,player,19,"[627.2664794921875, 474.53717041015625, 653.7069091796875, 530.5515747070312]"
35,player,49,"[458.12530517578125, 357.81573486328125, 482.6800231933594, 403.3506774902344]"
35,player,16,"[798.1695556640625, 525.0370483398438, 819.6571655273438, 573.0934448242188]"
35,player,2,"[637.5994873046875, 432.2205505371094, 659.5866088867188, 489.2269592285156]"
35,player,6,"[376.0635070800781, 529.3452758789062, 399.0410461425781, 583.1603393554688]"
35,player,61,"[1454.43310546875, 551.5748901367188, 1475.9656982421875, 610.9743041992188]"
35,player,76,"[833.6768188476562, 421.0939636230469, 857.1029663085938, 471.0259094238281]"
35,player,67,"[567.8449096679688, 358.0119323730469, 596.7017822265625, 397.40423583984375]"
35,player,12,"[995.1707153320312, 537.473876953125, 1019.8731079101562, 602.70556640625]"
35,player,91,"[1429.5977783203125, 416.63812255859375, 1452.7305908203125, 465.5487976074219]"
35,referee,98,"[1721.7216796875, 642.9104614257812, 1746.281982421875, 708.09765625]"
35,referee,99,"[220.73658752441406, 304.6045837402344, 239.7570343017578, 345.1644592285156]"
35,ball,1,"[935.0189445249496, 545.1856059412802, 948.4011781754032, 562.7076238816784]"
35,goalkeeper,95,"[1541.325439453125, 395.7900085449219, 1561.0946044921875, 442.15240478515625]"
36,player,11,"[1232.6226806640625, 471.6675109863281, 1258.037109375, 528.1790771484375]"
36,player,36,"[357.5191345214844, 627.9554443359375, 407.9789733886719, 689.5808715820312]"
36,player,13,"[920.5925903320312, 488.4004211425781, 944.9368286132812, 547.8109741210938]"
36,player,74,"[476.3310241699219, 530.258056640625, 511.8593444824219, 590.7051391601562]"
36,player,7,"[920.37890625, 600.6570434570312, 956.2490844726562, 660.6995239257812]"
36,player,65,"[1105.5008544921875, 384.1219787597656, 1129.535888671875, 430.5146789550781]"
36,player,6,"[377.1976013183594, 529.61767578125, 409.33447265625, 583.0330810546875]"
36,player,49,"[455.4770812988281, 358.2111511230469, 480.97900390625, 402.3153991699219]"
36,player,19,"[626.639892578125, 475.4811706542969, 654.8573608398438, 531.02978515625]"
36,player,85,"[1418.898681640625, 541.4851684570312, 1449.119873046875, 611.3600463867188]"
36,player,25,"[1001.8985595703125, 488.5110168457031, 1035.999755859375, 536.51025390625]"
36,player,2,"[637.1270141601562, 431.26629638671875, 659.4483032226562, 490.5839538574219]"
36,player,63,"[274.1728210449219, 448.1792297363281, 297.3641357421875, 502.41845703125]"
36,player,61,"[1452.630615234375, 550.2545166015625, 1472.18798828125, 609.6925659179688]"
36,player,81,"[292.86456298828125, 630.228515625, 343.63604736328125, 694.873779296875]"
36,player,16,"[793.071533203125, 525.880126953125, 821.2921142578125, 573.4738159179688]"
36,player,28,"[1067.2001953125, 641.0128173828125, 1093.2293701171875, 700.5689697265625]"
36,player,76,"[834.16552734375, 418.7040710449219, 853.012939453125, 471.9544372558594]"
36,player,12,"[994.5049438476562, 539.4853515625, 1020.9790649414062, 602.2850341796875]"
36,player,67,"[566.3829956054688, 358.673583984375, 588.734619140625, 397.87884521484375]"
36,referee,98,"[1718.06103515625, 643.201171875, 1745.50634765625, 710.4127807617188]"
36,referee,99,"[221.92544555664062, 306.4287414550781, 238.86265563964844, 343.4312438964844]"
36,ball,1,"[937.5062137726815, 546.4628000567036, 950.7950163810484, 564.1110012915826]"
36,goalkeeper,95,"[1538.5953369140625, 394.4360046386719, 1557.6588134765625, 441.0612487792969]"
37,player,11,"[1233.481689453125, 471.7070007324219, 1258.9373779296875, 528.3170776367188]"
37,player,28,"[1064.83154296875, 640.9620361328125, 1093.0146484375, 700.5595703125]"
37,player,7,"[916.3245849609375, 599.389404296875, 956.2730712890625, 660.6249389648438]"
37,player,6,"[381.1158142089844, 527.320556640625, 417.312744140625, 580.1614990234375]"
37,player,36,"[356.0630798339844, 627.3511352539062, 403.04107666015625, 691.2967529296875]"
37,player,74,"[484.4145812988281, 530.2008056640625, 513.548828125, 590.8971557617188]"
37,player,65,"[1104.9625244140625, 384.2923583984375, 1129.2965087890625, 429.1130065917969]"
37,player,49,"[454.2068786621094, 357.9862060546875, 477.4123840332031, 403.3037109375]"
37,player,19,"[626.7152709960938, 476.09600830078125, 654.8275146484375, 531.1052856445312]"
37,player,2,"[637.1911010742188, 431.64312744140625, 658.1786499023438, 490.00103759765625]"
37,player,85,"[1413.1817626953125, 542.725341796875, 1447.5653076171875, 609.6600952148438]"
37,player,63,"[274.38226318359375, 448.0130310058594, 296.95074462890625, 501.7337951660156]"
37,player,61,"[1446.6800537109375, 552.0930786132812, 1472.29833984375, 610.9274291992188]"
37,player,13,"[922.777587890625, 489.9689025878906, 945.318603515625, 550.0973510742188]"
37,player,81,"[295.7721862792969, 630.7608032226562, 339.17620849609375, 693.9840087890625]"
37,player,25,"[997.7655029296875, 489.19970703125, 1033.05322265625, 539.3270263671875]"
37,player,16,"[792.1686401367188, 525.8526000976562, 823.3119506835938, 575.1348876953125]"
37,player,12,"[996.296630859375, 539.6627807617188, 1021.6739501953125, 601.8395385742188]"
37,player,91,"[1427.1201171875, 415.8697814941406, 1443.17041015625, 465.2524108886719]"
37,player,76,"[833.4017944335938, 417.63812255859375, 849.0276489257812, 472.29180908203125]"
37,referee,98,"[1713.552978515625, 643.74755859375, 1743.5185546875, 712.2568969726562]"
37,referee,99,"[224.38206481933594, 303.0196228027344, 241.4824676513672, 342.4453430175781]"
37,ball,1,"[939.9934830204134, 547.739994172127, 953.1888545866935, 565.5143787014869]"
37,goalkeeper,95,"[1538.095458984375, 394.1885681152344, 1556.155517578125, 442.51239013671875]"
38,player,28,"[1060.651123046875, 641.2562255859375, 1093.670654296875, 701.0980224609375]"
38,player,6,"[387.6984558105469, 526.6514282226562, 426.0667419433594, 580.5913696289062]"
38,player,11,"[1234.6968994140625, 472.2508850097656, 1260.0296630859375, 528.1090087890625]"
38,player,7,"[915.4781494140625, 600.1903076171875, 954.0194702148438, 658.3385620117188]"
38,player,36,"[353.9612121582031, 627.5317993164062, 404.48284912109375, 690.0244140625]"
38,player,74,"[495.0121765136719, 528.0974731445312, 516.4036254882812, 588.7592163085938]"
38,player,85,"[1405.4912109375, 542.4688110351562, 1444.85791015625, 607.7138061523438]"
38,player,19,"[626.9714965820312, 474.40484619140625, 655.56396484375, 530.794189453125]"
38,player,49,"[454.83740234375, 358.3748779296875, 474.41192626953125, 403.7638854980469]"
38,player,81,"[293.22320556640625, 630.6961669921875, 339.9756774902344, 696.123046875]"
38,player,65,"[1104.3116455078125, 384.5735778808594, 1127.7388916015625, 432.1077575683594]"
38,player,61,"[1444.90869140625, 552.3685913085938, 1472.8125, 610.4808959960938]"
38,player,2,"[638.1123657226562, 431.74127197265625, 659.13525390625, 488.0709228515625]"
38,player,91,"[1426.11669921875, 416.3632507324219, 1444.0467529296875, 464.8241271972656]"
38,player,12,"[996.1226806640625, 538.93359375, 1022.1712646484375, 601.9244384765625]"
38,player,13,"[925.1735229492188, 489.79815673828125, 947.8159790039062, 549.821044921875]"
38,player,76,"[834.9091186523438, 419.3337707519531, 850.4859008789062, 473.11102294921875]"
38,player,16,"[798.0791015625, 526.1111450195312, 824.3785400390625, 573.8170166015625]"
38,player,25,"[998.297607421875, 489.2489318847656, 1026.8914794921875, 542.1515502929688]"
38,player,63,"[274.9645690917969, 448.733642578125, 298.4449157714844, 505.24017333984375]"
38,referee,98,"[1713.268798828125, 645.0512084960938, 1742.8125, 714.0003662109375]"
38,ball,1,"[942.4807522681451, 549.0171882875504, 955.5826927923387, 566.9177561113911]"
38,goalkeeper,95,"[1537.3677978515625, 392.16558837890625, 1556.4642333984375, 441.63427734375]"
39,player,28,"[1053.44091796875, 641.12841796875, 1091.7872314453125, 703.033203125]"
39,player,74,"[502.6754455566406, 527.1513061523438, 521.4005126953125, 589.9476318359375]"
39,player,61,"[1443.7796630859375, 551.348876953125, 1472.4266357421875, 611.2274169921875]"
39,player,81,"[294.1961364746094, 630.759033203125, 339.1224365234375, 696.7050170898438]"
39,player,6,"[392.2070007324219, 525.48779296875, 433.85076904296875, 579.1490478515625]"
39,player,49,"[453.95416259765625, 359.031494140625, 471.1622314453125, 403.7453918457031]"
39,player,7,"[912.6253051757812, 600.4354858398438, 952.3174438476562, 657.1751098632812]"
39,player,19,"[626.7882080078125, 473.63232421875, 652.5558471679688, 531.1622314453125]"
39,player,36,"[350.12835693359375, 627.9688720703125, 404.5219421386719, 689.7832641601562]"
39,player,13,"[925.5297241210938, 490.5522766113281, 948.0020751953125, 551.5179443359375]"
39,player,85,"[1400.753662109375, 543.3873291015625, 1437.880126953125, 607.48046875]"
39,player,2,"[638.9351806640625, 432.9906005859375, 658.7616577148438, 491.1544189453125]"
39,player,91,"[1424.084228515625, 415.76580810546875, 1444.21337890625, 465.02520751953125]"
39,player,12,"[996.4524536132812, 539.3761596679688, 1022.5706176757812, 602.1535034179688]"
39,player,65,"[1103.206787109375, 386.989013671875, 1124.8125, 430.50604248046875]"
39,player,11,"[1235.326171875, 471.974853515625, 1259.55126953125, 528.3338012695312]"
39,player,16,"[799.658935546875, 526.1805419921875, 823.9429321289062, 574.7159423828125]"
39,player,63,"[276.1914367675781, 449.4429931640625, 301.1565856933594, 505.6484069824219]"
39,player,25,"[996.943359375, 489.06109619140625, 1027.4703369140625, 539.7351684570312]"
39,player,67,"[563.1241455078125, 359.4577331542969, 579.8126220703125, 397.40863037109375]"
39,referee,98,"[1713.3365478515625, 645.9680786132812, 1738.2593994140625, 712.8510131835938]"
39,referee,76,"[835.0805053710938, 419.10626220703125, 850.9385375976562, 472.7399597167969]"
39,ball,1,"[944.968021515877, 550.2943824029738, 957.9765309979839, 568.3211335212953]"
39,goalkeeper,95,"[1536.7109375, 391.1960754394531, 1556.5145263671875, 441.0483703613281]"
40,player,28,"[1049.4898681640625, 641.4300537109375, 1089.6527099609375, 704.89990234375]"
40,player,6,"[399.96148681640625, 525.2393798828125, 443.4462890625, 580.7959594726562]"
40,player,61,"[1439.702880859375, 550.0938720703125, 1471.30029296875, 611.1224975585938]"
40,player,85,"[1397.358154296875, 546.7948608398438, 1430.3475341796875, 607.0702514648438]"
40,player,74,"[509.2497253417969, 526.156494140625, 525.8765869140625, 589.4287719726562]"
40,player,81,"[291.2830810546875, 631.2584838867188, 339.1981506347656, 693.43896484375]"
40,player,49,"[451.81231689453125, 360.0069580078125, 471.73583984375, 403.0784912109375]"
40,player,36,"[347.5504150390625, 627.6044311523438, 398.1819152832031, 691.7704467773438]"
40,player,19,"[625.6798706054688, 473.8942565917969, 650.9465942382812, 530.822265625]"
40,player,2,"[639.2900390625, 433.21319580078125, 658.723876953125, 488.9620361328125]"
40,player,13,"[927.3262939453125, 491.6249084472656, 949.41796875, 554.9896240234375]"
40,player,12,"[996.8126220703125, 539.4503173828125, 1022.14306640625, 602.7667236328125]"
40,player,91,"[1420.54150390625, 414.3294372558594, 1444.6597900390625, 464.1724853515625]"
40,player,7,"[907.1925659179688, 601.6378784179688, 948.0243530273438, 656.2957153320312]"
40,player,67,"[559.8355102539062, 358.2145690917969, 580.0018310546875, 396.13470458984375]"
40,player,11,"[1235.3768310546875, 471.9166259765625, 1257.587890625, 527.6643676757812]"
40,player,16,"[794.2056884765625, 526.4052124023438, 823.4161376953125, 574.2288818359375]"
40,player,63,"[278.0694885253906, 449.072021484375, 300.7347412109375, 505.57635498046875]"
40,player,65,"[1102.3612060546875, 385.7589111328125, 1120.31982421875, 428.9070739746094]"
40,player,25,"[996.9940795898438, 489.278076171875, 1021.6829223632812, 540.1773681640625]"
40,player,76,"[834.3587036132812, 418.6912841796875, 852.6729125976562, 472.89837646484375]"
40,referee,98,"[1713.0025634765625, 646.8583374023438, 1735.5545654296875, 713.042724609375]"
40,ball,1,"[947.4552907636089, 551.5715765183971, 960.370369203629, 569.7245109311996]"
40,goalkeeper,95,"[1533.25634765625, 390.4803771972656, 1555.7625732421875, 440.11669921875]"
41,player,61,"[1433.954345703125, 549.3560180664062, 1470.46484375, 612.04931640625]"
41,player,85,"[1397.7833251953125, 545.4318237304688, 1421.134765625, 607.7654418945312]"
41,player,74,"[514.7796020507812, 526.4141235351562, 531.9464721679688, 589.4577026367188]"
41,player,28,"[1047.4727783203125, 643.0358276367188, 1087.60107421875, 709.752685546875]"
41,player,6,"[406.3069152832031, 525.9371337890625, 451.72210693359375, 582.2620239257812]"
41,player,13,"[927.9027099609375, 491.1112060546875, 951.9913330078125, 558.4911499023438]"
41,player,7,"[903.8551025390625, 603.178955078125, 938.9970703125, 655.1001586914062]"
41,player,36,"[345.900634765625, 627.9262084960938, 392.29443359375, 693.6432495117188]"
41,player,19,"[625.5423583984375, 473.6983337402344, 648.1741943359375, 530.4197387695312]"
41,player,81,"[286.7305908203125, 631.5362548828125, 335.6596984863281, 694.65234375]"
41,player,49,"[448.9051208496094, 358.31011962890625, 472.37310791015625, 402.69195556640625]"
41,player,2,"[639.10400390625, 432.86700439453125, 659.1663208007812, 486.1795349121094]"
41,player,91,"[1417.0137939453125, 414.73712158203125, 1444.4180908203125, 463.9329833984375]"
41,player,12,"[997.7073364257812, 539.0775146484375, 1021.9505004882812, 600.9136962890625]"
41,player,67,"[556.5850219726562, 357.51416015625, 578.9282836914062, 394.6790771484375]"
41,player,76,"[831.4572143554688, 421.37933349609375, 853.3456420898438, 471.17999267578125]"
41,player,16,"[784.6318359375, 528.9085083007812, 819.0823974609375, 577.685302734375]"
41,player,11,"[1235.4696044921875, 471.77508544921875, 1255.8558349609375, 527.81396484375]"
41,player,25,"[995.1813354492188, 488.9696960449219, 1018.4954223632812, 541.0589599609375]"
41,player,63,"[278.7040100097656, 448.2117919921875, 300.3775634765625, 505.5421142578125]"
41,player,65,"[1100.4752197265625, 386.6637268066406, 1116.5863037109375, 430.5368957519531]"
41,referee,98,"[1711.0191650390625, 647.4642333984375, 1727.7623291015625, 712.184326171875]"
41,ball,1,"[949.9425600113407, 552.8487706338205, 962.7642074092741, 571.1278883411038]"
41,goalkeeper,95,"[1531.474853515625, 388.5229797363281, 1555.6685791015625, 439.8900146484375]"
42,player,6,"[415.3525390625, 526.534423828125, 454.8985595703125, 584.0121459960938]"
42,player,85,"[1397.7879638671875, 543.9266967773438, 1417.49169921875, 608.321533203125]"
42,player,36,"[344.0206604003906, 630.4610595703125, 382.36322021484375, 692.792724609375]"
42,player,12,"[998.52978515625, 540.6033935546875, 1023.018310546875, 601.2953491210938]"
42,player,7,"[899.6688232421875, 603.271728515625, 935.902099609375, 654.26611328125]"
42,player,49,"[447.416748046875, 357.4349060058594, 471.60845947265625, 402.9005432128906]"
42,player,19,"[625.492431640625, 473.619873046875, 648.0853271484375, 530.4580078125]"
42,player,2,"[639.1887817382812, 432.985107421875, 659.4932250976562, 485.685791015625]"
42,player,91,"[1414.5970458984375, 416.5679931640625, 1441.9720458984375, 464.2991027832031]"
42,player,25,"[993.8113403320312, 489.2491149902344, 1012.9048461914062, 542.061279296875]"
42,player,81,"[284.00018310546875, 632.55419921875, 332.91058349609375, 695.2374267578125]"
42,player,61,"[1434.0189208984375, 551.3428955078125, 1464.9703369140625, 612.8416137695312]"
42,player,13,"[928.3253173828125, 491.4249572753906, 954.6826171875, 555.4595947265625]"
42,player,67,"[554.3479614257812, 357.0813293457031, 578.9911499023438, 394.466064453125]"
42,player,11,"[1235.28857421875, 471.6936950683594, 1255.1998291015625, 528.1295166015625]"
42,player,16,"[784.3275146484375, 529.1726684570312, 821.6394653320312, 579.0458374023438]"
42,player,76,"[830.1343383789062, 421.5551452636719, 853.67822265625, 470.62896728515625]"
42,player,28,"[1044.398193359375, 645.3604125976562, 1076.53173828125, 707.584228515625]"
42,player,63,"[280.2409973144531, 448.82183837890625, 300.40887451171875, 505.5348205566406]"
42,referee,98,"[1707.5540771484375, 647.5247192382812, 1726.5838623046875, 714.373046875]"
42,ball,1,"[952.4298292590726, 554.125964749244, 965.1580456149194, 572.531265751008]"
42,goalkeeper,95,"[1529.919921875, 390.6233825683594, 1554.5377197265625, 439.4248352050781]"
43,player,36,"[335.2950134277344, 632.1410522460938, 372.053466796875, 692.9146728515625]"
43,player,74,"[523.7067260742188, 526.291259765625, 548.033203125, 589.1260986328125]"
43,player,85,"[1393.31005859375, 542.2263793945312, 1414.937744140625, 609.2596435546875]"
43,player,6,"[426.0521240234375, 526.2086791992188, 456.7361145019531, 580.8250732421875]"
43,player,12,"[998.9826049804688, 540.4168090820312, 1023.510498046875, 601.863525390625]"
43,player,25,"[992.9404907226562, 487.52874755859375, 1011.7452392578125, 542.6387329101562]"
43,player,81,"[280.2768859863281, 629.5252685546875, 327.2789611816406, 690.5816040039062]"
43,player,7,"[898.7218017578125, 604.0003051757812, 929.8400268554688, 654.9111328125]"
43,player,19,"[625.6930541992188, 474.1250915527344, 647.3828125, 531.2916259765625]"
43,player,49,"[444.5783386230469, 357.3959655761719, 471.32958984375, 402.3445129394531]"
43,player,67,"[551.9458618164062, 355.6336975097656, 577.0759887695312, 394.3467712402344]"
43,player,61,"[1431.4442138671875, 558.888427734375, 1461.7606201171875, 613.3181762695312]"
43,player,13,"[928.9954833984375, 490.6451110839844, 953.7169189453125, 548.8211669921875]"
43,player,2,"[638.7896728515625, 433.0748596191406, 660.3706665039062, 485.4124450683594]"
43,player,91,"[1414.3653564453125, 416.1893005371094, 1439.511962890625, 464.7411804199219]"
43,player,28,"[1043.2001953125, 645.798828125, 1069.3951416015625, 707.3631591796875]"
43,player,63,"[281.4508056640625, 448.56719970703125, 300.8358154296875, 505.31414794921875]"
43,player,16,"[785.8250122070312, 529.4285278320312, 825.4210205078125, 576.7997436523438]"
43,player,11,"[1235.394287109375, 471.0713195800781, 1252.570068359375, 528.3032836914062]"
43,player,76,"[829.1159057617188, 421.8548889160156, 853.9497680664062, 470.903076171875]"
43,referee,98,"[1704.330810546875, 647.2056884765625, 1725.468505859375, 713.8826293945312]"
43,ball,1,"[954.9170985068045, 555.4031588646674, 967.5518838205645, 573.9346431609123]"
43,goalkeeper,95,"[1530.673095703125, 390.9731140136719, 1552.3740234375, 439.79864501953125]"
44,player,7,"[896.6671142578125, 606.021484375, 923.050048828125, 652.2584838867188]"
44,player,74,"[529.7561645507812, 527.13818359375, 552.29296875, 588.3047485351562]"
