,id_match,formations,score,goals,goals_past,total_shots,shots_on_target,shots_off_target,blocked_shots,total_possession,total_passes,accurate_passes,pass_success,key_passes,dribbles_attempted,dribbles,dribbles_past,dribbles_success,aerials_won,aerial_success,offensive_aerials,defensive_aerials,tackles,tackle_success,tackles_attempted,clearances,interceptions,corners,win,draw,lose,team_color,substitution_1,substitution_2,substitution_3,substitution_4,substitution_5
0,1,0,0.0 - 0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.0,5.0,83.33333333333334,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,2.0,2.0,0,0,1,0,[     148.87      237.09      177.19],0,0,0,0,0
1,1,4-3-3,0.0 - 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,1,0,[      228.2      228.58      218.56],0,0,0,0,0
